Id,TAGS_MODIFIED
50449012,"['sql', 'oracle']"
50457449,"['javascript', 'reactjs', 'api']"
50423190,['windows']
50446831,['javascript']
50423366,"['r', 'ggplot2']"
50420003,"['r', 'list', 'dataframe']"
50425279,"['javascript', 'php', 'arrays', 'ajax', 'laravel']"
50432183,"['javascript', 'reactjs', 'webpack']"
50440611,"['postgresql', 'performance', 'session', 'jwt']"
50432828,['android']
50455016,"['android', 'web']"
48106009,['android']
50452919,"['python', 'python-3.x', 'datetime', 'matplotlib']"
50441288,"['c#', 'asp.net-mvc']"
49802319,['r']
49048575,"['apache', '.htaccess']"
50440308,"['php', 'html', 'css']"
50436542,['reactjs']
50435466,"['java', 'string']"
50419678,"['c#', 'html', 'visual-studio']"
50431521,"['mysql', 'sql']"
50433476,['android']
50450800,"['python', 'neural-network']"
50443466,"['mysql', 'apache']"
50448339,['excel']
50451603,"['django', 'mongodb']"
50556994,"['c#', '.net']"
50426399,"['php', 'mongodb']"
50423428,['angular']
50433318,['swift']
50418785,['python']
50433214,['vba']
50432198,['java']
50454144,"['java', 'generics', 'types']"
50430683,"['php', 'xml']"
48439157,"['angular', 'testing']"
50452171,"['javascript', 'html']"
50450860,"['node.js', 'wordpress', 'nginx']"
50421573,['mysql']
50445634,['css']
50436804,"['javascript', 'reactjs']"
50441948,['sql-server']
50449340,"['php', 'mysql']"
49047111,"['php', 'laravel']"
50441014,"['c++', 'c++11']"
50433937,"['python', 'c', 'matlab']"
50456140,['excel']
50454428,"['php', 'laravel']"
49048757,['visual-studio-code']
50452271,['intellij-idea']
50447952,"['bash', 'shell']"
49046349,"['c#', 'web-services']"
48438247,['powershell']
50451790,['encryption']
49803810,"['javascript', 'angular']"
49043986,"['java', 'hibernate']"
50441687,"['c', 'windows']"
50427706,['java']
50435235,['mongodb']
50440632,"['javascript', 'html', 'css']"
50451738,['android']
49047506,"['python', 'pandas', 'dataframe']"
49807310,['powershell']
50443997,['android']
50431593,"['node.js', 'npm']"
50418112,['powershell']
50430020,['jenkins']
50450022,"['php', 'wordpress']"
49045071,"['google-chrome', 'svg']"
50426557,"['ruby-on-rails', 'json']"
49802127,"['javascript', 'jquery']"
48106583,"['c#', '.net', 'excel']"
49048021,['jenkins']
50450226,['rest']
50454669,"['linux', 'bash']"
50436940,"['java', 'json']"
50460562,"['python', 'xml', 'python-3.x', 'parsing']"
49803336,"['ruby-on-rails', 'regex']"
50435984,['sql']
50429570,['npm']
50459175,"['arrays', 'json', 'reactjs', 'object', 'react-native']"
49803071,['jquery']
50434530,['azure']
49046858,"['ios', 'swift']"
49047320,['android']
50448285,['vuejs2']
49048493,['delphi']
50447419,"['html', 'python-2.7']"
49048520,"['python', 'matplotlib']"
49803601,"['c++', 'visual-studio']"
50446262,"['javascript', 'html']"
49045873,['c#']
50425233,"['java', 'spring', 'mongodb', 'spring-boot']"
50441453,['python']
50452948,"['android', 'string']"
50425451,"['php', 'laravel']"
50422068,"['c#', '.net']"
50438352,"['java', 'swing']"
50437785,['javascript']
50442570,"['javascript', 'node.js', 'asynchronous', 'promise']"
49045849,['c#']
49044390,"['javascript', 'html']"
50439833,"['html5', 'css3']"
50430837,['swift']
50448707,"['excel-vba', 'vba', 'excel']"
50463517,['ruby-on-rails']
50444561,"['css', 'html5', 'forms']"
50441120,"['python', 'keras']"
50422001,"['php', 'laravel']"
50432802,"['javascript', 'linux']"
48106585,['android']
50423388,"['android', 'react-native']"
50430567,"['c', 'generics', 'types']"
50417715,['python']
49805314,['javascript']
49806486,"['php', 'regex']"
48438087,"['django', 'django-models']"
50453970,['javascript']
50451360,"['string', 'shell']"
49805544,"['html', 'ssl', 'url']"
50431432,"['android', 'firebase']"
50435896,"['python', 'arrays', 'list']"
50430780,"['python', 'python-3.x', 'beautifulsoup']"
50428705,"['javascript', 'html', 'node.js', 'express']"
50435271,['css']
50426736,"['python', 'django']"
50417350,"['sql', 'oracle']"
50457345,"['c#', 'asp.net', 'image', 'visual-studio']"
50444357,['python']
50459716,"['c++', 'vector', 'struct']"
50434843,['wordpress']
50449396,['python']
50434557,"['javascript', 'html']"
50452504,"['python', 'python-3.x', 'python-2.7']"
50440521,['batch-file']
50441253,['ios']
50434507,"['ios', 'swift', 'xcode']"
50436247,['r']
50438328,['php']
50431893,"['angular', 'ionic-framework']"
50457186,"['ionic-framework', 'ionic3']"
50438466,['azure']
50451048,"['php', 'jquery']"
50442099,"['c#', 'wpf', 'listview']"
50426317,['android']
50429479,"['r', 'list']"
48439485,"['image', 'machine-learning']"
50434731,['mysql']
50441400,"['mysql', 'sql']"
50445451,['spring-boot']
50439301,"['kubernetes', 'google-cloud-platform']"
50425132,"['angular', 'http']"
50444217,"['r', 'performance']"
50461288,['azure']
50459496,"['javascript', 'json', 'google-apps-script']"
49802622,['reactjs']
49806470,['excel']
50443851,"['qt', 'server']"
50442555,['javascript']
50430731,"['javascript', 'reactjs', 'firebase', 'firebase-database', 'google-cloud-functions']"
50436424,"['ios', 'swift', 'string']"
50446692,['node.js']
50419270,['visual-studio-2017']
50460257,['kubernetes']
50421356,['c#']
50445633,['android']
50425290,"['java', 'spring', 'spring-boot']"
48106211,['php']
49048150,"['javascript', 'html']"
50434383,"['database', 'postgresql']"
50455627,['pdf']
50433874,['javascript']
50443118,"['javascript', 'arrays', 'json', 'object']"
50432396,['tensorflow']
50448814,"['javascript', 'arrays', 'angularjs', 'json']"
50420237,['vba']
50430121,"['java', 'generics']"
50418126,"['c++', 'string']"
50430168,"['python', 'html', 'beautifulsoup']"
49805146,['c#']
50459267,"['python', 'tensorflow']"
50557055,['vb.net']
49046443,['angular']
50423265,"['go', 'struct']"
